img_id,cam_id,seq_id,frame_id,bbox_id,x_min,x_max,y_min,y_max,label_l1,label_l2,fao_mfa,train,val,test,is_fish
daaf8730-db28-11ea-b914-afbd65d25fcf,60,11990,15,1,71,149,676,728,Mahi mahi,DOL,81,True,False,False,True
daaf8730-db28-11ea-b914-afbd65d25fcf,60,11990,15,2,635,822,206,682,Human,HUMAN,81,True,False,False,False
daaf8730-db28-11ea-b914-afbd65d25fcf,60,11990,15,3,587,742,184,542,Human,HUMAN,81,True,False,False,False
daaf8730-db28-11ea-b914-afbd65d25fcf,60,11990,15,4,550,673,73,232,Human,HUMAN,81,True,False,False,False
daaf8730-db28-11ea-b914-afbd65d25fcf,60,11990,15,5,589,758,0,132,Human,HUMAN,81,True,False,False,False
94ef485c-23f0-11e9-b13c-d3268bc33b81,10,11976,28,148816,201,400,57,388,Human,HUMAN,81,True,False,False,False
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,1,198,274,499,544,Skipjack tuna,SKJ,81,True,False,False,True
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,1,260,406,368,571,Human,HUMAN,81,True,False,False,False
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,2,343,410,633,672,Skipjack tuna,SKJ,81,True,False,False,True
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,2,378,500,507,555,Skipjack tuna,SKJ,81,True,False,False,True
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,3,518,580,530,627,Skipjack tuna,SKJ,81,True,False,False,True
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,3,527,572,536,623,Skipjack tuna,SKJ,81,True,False,False,True
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,4,382,492,515,548,Skipjack tuna,SKJ,81,True,False,False,True
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,4,449,565,445,520,Skipjack tuna,SKJ,81,True,False,False,True
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,5,456,560,455,512,Skipjack tuna,SKJ,81,True,False,False,True
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,5,740,861,552,631,Skipjack tuna,SKJ,81,True,False,False,True
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,6,745,855,560,620,Skipjack tuna,SKJ,81,True,False,False,True
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,6,927,1178,418,696,Human,HUMAN,81,True,False,False,False
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,7,315,343,336,388,Skipjack tuna,SKJ,81,True,False,False,True
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,7,883,1067,210,487,Human,HUMAN,81,True,False,False,False
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,8,260,409,371,577,Human,HUMAN,81,True,False,False,False
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,8,721,838,98,352,Human,HUMAN,81,True,False,False,False
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,9,721,838,99,353,Human,HUMAN,81,True,False,False,False
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,9,874,1015,120,209,Human,HUMAN,81,True,False,False,False
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,10,883,1067,213,486,Human,HUMAN,81,True,False,False,False
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,11,928,1173,419,693,Human,HUMAN,81,True,False,False,False
da9e1fc2-db28-11ea-ab46-ffac8c6e7397,59,11966,28,12,874,1012,122,207,Human,HUMAN,81,True,False,False,False
da77ed3e-db28-11ea-b14c-dbf4d7212f68,59,11935,32,1,225,380,291,570,Human,HUMAN,81,True,False,False,False
da77ed3e-db28-11ea-b14c-dbf4d7212f68,59,11935,32,2,444,583,441,595,Unknown,OTH,81,True,False,False,False
da77ed3e-db28-11ea-b14c-dbf4d7212f68,59,11935,32,3,723,854,175,445,Human,HUMAN,81,True,False,False,False
da77ed3e-db28-11ea-b14c-dbf4d7212f68,59,11935,32,4,703,818,94,210,Human,HUMAN,81,True,False,False,False
da77ed3e-db28-11ea-b14c-dbf4d7212f68,59,11935,32,5,912,1027,170,482,Human,HUMAN,81,True,False,False,False
da6455c6-db28-11ea-9f8c-174fec17e456,57,11891,39,1,580,815,246,420,Human,HUMAN,71,True,False,False,False
da6455c6-db28-11ea-9f8c-174fec17e456,57,11891,39,2,945,1152,435,539,Mahi mahi,DOL,71,True,False,False,True
da6455c6-db28-11ea-9f8c-174fec17e456,57,11891,39,3,701,873,391,448,Mahi mahi,DOL,71,True,False,False,True
da6455c6-db28-11ea-9f8c-174fec17e456,57,11891,39,4,359,737,207,745,Human,HUMAN,71,True,False,False,False
da6455c6-db28-11ea-9f8c-174fec17e456,57,11891,39,5,633,989,563,669,Wahoo,OTH,71,True,False,False,True
94a6da22-23f0-11e9-a817-6709135b8518,0,11884,3,599,0,1279,0,719,No fish,NoF,71,True,False,False,False
fc77c676-5952-11ec-bdce-2bea096fdcc0,86,11734,44,49164,220,441,597,736,Yellowfin tuna,YFT,81,True,False,False,True
94d2e9e6-23f0-11e9-a948-138053599c79,6,11600,23,120996,532,631,46,210,Human,HUMAN,81,False,False,True,False
94d2e9e6-23f0-11e9-a948-138053599c79,6,11600,23,120997,323,459,260,428,Human,HUMAN,81,False,False,True,False
94d2e9e6-23f0-11e9-a948-138053599c79,6,11600,23,120998,566,666,159,348,Human,HUMAN,81,False,False,True,False
da468d70-db28-11ea-a75a-23fb73b943fa,52,11517,11,1,549,629,37,182,Human,HUMAN,71,True,False,False,False
da468d70-db28-11ea-a75a-23fb73b943fa,52,11517,11,2,650,714,117,188,Human,HUMAN,71,True,False,False,False
da468d70-db28-11ea-a75a-23fb73b943fa,52,11517,11,3,660,724,65,152,Human,HUMAN,71,True,False,False,False
da468d70-db28-11ea-a75a-23fb73b943fa,52,11517,11,4,709,790,30,119,Human,HUMAN,71,True,False,False,False
fc351448-5952-11ec-aab8-2f0b812ad66c,98,11374,74,7811,1252,1305,213,285,Yellowfin tuna,YFT,71,True,False,False,True
fc351448-5952-11ec-aab8-2f0b812ad66c,98,11374,74,7810,1168,1260,244,321,Yellowfin tuna,YFT,71,True,False,False,True
da6c3c0a-db28-11ea-a475-e35b4d7eb5d2,59,11292,45,1,888,1008,120,199,Human,HUMAN,81,True,False,False,False
da6c3c0a-db28-11ea-a475-e35b4d7eb5d2,59,11292,45,2,900,1073,178,463,Human,HUMAN,81,True,False,False,False
da6c3c0a-db28-11ea-a475-e35b4d7eb5d2,59,11292,45,3,701,802,116,374,Human,HUMAN,81,True,False,False,False
da6c3c0a-db28-11ea-a475-e35b4d7eb5d2,59,11292,45,4,328,515,296,498,Human,HUMAN,81,True,False,False,False
da6c3c0a-db28-11ea-a475-e35b4d7eb5d2,59,11292,45,5,395,668,404,523,Yellowfin tuna,YFT,81,True,False,False,True
fc422fca-5952-11ec-8ab5-8f2341556cd5,81,11257,62,21541,338,409,301,443,Yellowfin tuna,YFT,81,True,False,False,True
da57f65a-db28-11ea-8e23-4baaf459651e,57,11215,4,1,322,459,671,789,Yellowfin tuna,YFT,71,True,False,False,True
da57f65a-db28-11ea-8e23-4baaf459651e,57,11215,4,2,371,733,411,786,Human,HUMAN,71,True,False,False,False
da57f65a-db28-11ea-8e23-4baaf459651e,57,11215,4,3,370,768,31,451,Human,HUMAN,71,True,False,False,False
da57f65a-db28-11ea-8e23-4baaf459651e,57,11215,4,5,827,988,-2,273,Human,HUMAN,71,True,False,False,False
94d86c86-23f0-11e9-aee1-4bfccab7d1b5,4,11115,23,130414,148,358,465,655,Human,HUMAN,81,False,True,False,False
94d86c86-23f0-11e9-aee1-4bfccab7d1b5,4,11115,23,130415,84,241,161,390,Human,HUMAN,81,False,True,False,False
94d86c86-23f0-11e9-aee1-4bfccab7d1b5,4,11115,23,130416,606,685,0,155,Human,HUMAN,81,False,True,False,False
94d86c86-23f0-11e9-aee1-4bfccab7d1b5,4,11115,23,130417,23,132,439,566,Human,HUMAN,81,False,True,False,False
94d86c86-23f0-11e9-aee1-4bfccab7d1b5,4,11115,23,130418,419,710,419,581,Bigeye tuna,BET,81,False,True,False,True
94d86c86-23f0-11e9-aee1-4bfccab7d1b5,4,11115,23,130419,327,582,299,493,Human,HUMAN,81,False,True,False,False
94d86c86-23f0-11e9-aee1-4bfccab7d1b5,4,11115,23,130420,370,516,150,411,Human,HUMAN,81,False,True,False,False
94cd86b8-23f0-11e9-bb46-cbf8fc738c83,6,10995,105,112671,492,623,56,240,Human,HUMAN,81,False,False,True,False
94cd86b8-23f0-11e9-bb46-cbf8fc738c83,6,10995,105,112672,477,614,454,581,Human,HUMAN,81,False,False,True,False
94cd86b8-23f0-11e9-bb46-cbf8fc738c83,6,10995,105,112673,398,432,547,674,Albacore,ALB,81,False,False,True,True
94cd86b8-23f0-11e9-bb46-cbf8fc738c83,6,10995,105,112674,168,291,519,674,Human,HUMAN,81,False,False,True,False
fc84e32e-5952-11ec-aad5-4f4bd1cb92d4,86,10980,57,44482,384,696,546,677,Yellowfin tuna,YFT,81,True,False,False,True
da3f90e2-db28-11ea-9672-cbca77428f94,52,10969,3,1,601,674,197,432,Human,HUMAN,71,True,False,False,False
da3f90e2-db28-11ea-9672-cbca77428f94,52,10969,3,2,670,813,296,509,Human,HUMAN,71,True,False,False,False
da3f90e2-db28-11ea-9672-cbca77428f94,52,10969,3,3,715,837,368,596,Human,HUMAN,71,True,False,False,False
da3f90e2-db28-11ea-9672-cbca77428f94,52,10969,3,4,718,811,92,279,Human,HUMAN,71,True,False,False,False
da3f90e2-db28-11ea-9672-cbca77428f94,52,10969,3,5,714,796,27,120,Human,HUMAN,71,True,False,False,False
da3f90e2-db28-11ea-9672-cbca77428f94,52,10969,3,6,652,703,388,424,Yellowfin tuna,YFT,71,True,False,False,True
da43d44a-db28-11ea-a109-c3d9ad9d93e9,52,10869,34,1,699,751,36,115,Human,HUMAN,71,True,False,False,False
da43d44a-db28-11ea-a109-c3d9ad9d93e9,52,10869,34,2,459,534,143,330,Human,HUMAN,71,True,False,False,False
da43d44a-db28-11ea-a109-c3d9ad9d93e9,52,10869,34,3,575,676,112,280,Human,HUMAN,71,True,False,False,False
da43d44a-db28-11ea-a109-c3d9ad9d93e9,52,10869,34,4,663,731,45,129,Human,HUMAN,71,True,False,False,False
da43c8ce-db28-11ea-a0ea-df6893f40787,52,10869,3,1,511,580,249,472,Human,HUMAN,71,True,False,False,False
da43c8ce-db28-11ea-a0ea-df6893f40787,52,10869,3,2,665,797,290,544,Human,HUMAN,71,True,False,False,False
da43c8ce-db28-11ea-a0ea-df6893f40787,52,10869,3,3,717,787,111,280,Human,HUMAN,71,True,False,False,False
da43c8ce-db28-11ea-a0ea-df6893f40787,52,10869,3,4,638,697,51,129,Human,HUMAN,71,True,False,False,False
da43c8ce-db28-11ea-a0ea-df6893f40787,52,10869,3,5,613,722,38,120,Human,HUMAN,71,True,False,False,False
da917088-db28-11ea-9dcc-2f73a372da39,56,10729,10,2,567,750,486,749,Human,HUMAN,81,False,True,False,False
da917088-db28-11ea-9dcc-2f73a372da39,56,10729,10,3,1093,1260,650,749,Human,HUMAN,81,False,True,False,False
da457ad4-db28-11ea-a4e3-6b46545b6f8d,52,10629,20,1,660,777,298,550,Human,HUMAN,71,True,False,False,False
da457ad4-db28-11ea-a4e3-6b46545b6f8d,52,10629,20,2,711,796,29,115,Human,HUMAN,71,True,False,False,False
da457ad4-db28-11ea-a4e3-6b46545b6f8d,52,10629,20,3,673,719,64,128,Human,HUMAN,71,True,False,False,False
da457ad4-db28-11ea-a4e3-6b46545b6f8d,52,10629,20,4,674,732,113,182,Human,HUMAN,71,True,False,False,False
da4f0dec-db28-11ea-bacd-cbbc07a58c44,54,10595,0,1,144,249,0,193,Human,HUMAN,71,True,False,False,False
da4f0dec-db28-11ea-bacd-cbbc07a58c44,54,10595,0,2,265,349,0,124,Human,HUMAN,71,True,False,False,False
da56b574-db28-11ea-bd74-73db99d234c7,57,10591,38,1,40,471,663,844,Human,HUMAN,71,True,False,False,False
da56b574-db28-11ea-bd74-73db99d234c7,57,10591,38,2,215,490,207,669,Human,HUMAN,71,True,False,False,False
da7e585e-db28-11ea-b8eb-8f8f00d753f9,60,10277,37,1,526,737,129,551,Human,HUMAN,81,True,False,False,False
da7e585e-db28-11ea-b8eb-8f8f00d753f9,60,10277,37,2,106,293,323,612,Human,HUMAN,81,True,False,False,False
da7e585e-db28-11ea-b8eb-8f8f00d753f9,60,10277,37,3,623,789,7,204,Human,HUMAN,81,True,False,False,False
da7e585e-db28-11ea-b8eb-8f8f00d753f9,60,10277,37,4,607,769,0,54,Human,HUMAN,81,True,False,False,False
da7e585e-db28-11ea-b8eb-8f8f00d753f9,60,10277,37,5,725,900,912,1028,Human,HUMAN,81,True,False,False,False
da4e5992-db28-11ea-b8e2-7f2009e78b4d,53,10044,26,1,0,133,0,211,Human,HUMAN,71,True,False,False,False
94fcd5c6-23f0-11e9-bfb1-e7ef679efc89,26,9896,5,161137,924,1193,0,272,Human,HUMAN,81,False,False,True,False
94fcd5c6-23f0-11e9-bfb1-e7ef679efc89,26,9896,5,161138,61,401,0,395,Human,HUMAN,81,False,False,True,False
94fcd5c6-23f0-11e9-bfb1-e7ef679efc89,26,9896,5,161139,264,728,320,672,Yellowfin tuna,YFT,81,False,False,True,True
94a7a178-23f0-11e9-aa56-6fcb12ff729c,0,9879,3,1353,0,1279,0,719,No fish,NoF,71,True,False,False,False
94ae3786-23f0-11e9-ba9a-e714a38bad9a,1,9794,17,26478,53,728,414,719,Human,HUMAN,71,True,False,False,False
94ae3786-23f0-11e9-ba9a-e714a38bad9a,1,9794,17,26479,3,77,617,719,Unknown,OTH,71,True,False,False,False
94ae3786-23f0-11e9-ba9a-e714a38bad9a,1,9794,17,26480,0,310,390,654,Human,HUMAN,71,True,False,False,False
94ae3786-23f0-11e9-ba9a-e714a38bad9a,1,9794,17,26481,181,230,87,160,Unknown,OTH,71,True,False,False,False
94ae3786-23f0-11e9-ba9a-e714a38bad9a,1,9794,17,26482,255,329,69,168,Unknown,OTH,71,True,False,False,False
94ae3786-23f0-11e9-ba9a-e714a38bad9a,1,9794,17,26483,330,446,54,173,Unknown,OTH,71,True,False,False,False
dab5a70a-db28-11ea-bf83-3fceefd9ddc3,59,9790,49,1,507,808,511,641,Yellowfin tuna,YFT,81,True,False,False,True
dab5a70a-db28-11ea-bf83-3fceefd9ddc3,59,9790,49,2,508,804,323,480,Yellowfin tuna,YFT,81,True,False,False,True
dab5a70a-db28-11ea-bf83-3fceefd9ddc3,59,9790,49,3,337,514,325,626,Human,HUMAN,81,True,False,False,False
dab5a70a-db28-11ea-bf83-3fceefd9ddc3,59,9790,49,4,320,427,193,381,Yellowfin tuna,YFT,81,True,False,False,True
dab5a70a-db28-11ea-bf83-3fceefd9ddc3,59,9790,49,5,904,991,121,207,Human,HUMAN,81,True,False,False,False
dab5a70a-db28-11ea-bf83-3fceefd9ddc3,59,9790,49,6,950,1106,237,467,Human,HUMAN,81,True,False,False,False
dab5a70a-db28-11ea-bf83-3fceefd9ddc3,59,9790,49,7,945,1130,291,555,Human,HUMAN,81,True,False,False,False
94aa934c-23f0-11e9-b1c3-cf57aebb2557,0,9734,83,11483,425,527,26,249,Human,HUMAN,71,True,False,False,False
94aa934c-23f0-11e9-b1c3-cf57aebb2557,0,9734,83,11484,281,447,374,497,Human,HUMAN,71,True,False,False,False
94aa934c-23f0-11e9-b1c3-cf57aebb2557,0,9734,83,11485,302,421,16,173,Human,HUMAN,71,True,False,False,False
94aa934c-23f0-11e9-b1c3-cf57aebb2557,0,9734,83,11486,525,600,0,61,Human,HUMAN,71,True,False,False,False
94aa934c-23f0-11e9-b1c3-cf57aebb2557,0,9734,83,11487,231,403,223,398,Human,HUMAN,71,True,False,False,False
94aa934c-23f0-11e9-b1c3-cf57aebb2557,0,9734,83,11488,534,642,462,642,Human,HUMAN,71,True,False,False,False
94aa934c-23f0-11e9-b1c3-cf57aebb2557,0,9734,83,11489,0,44,237,323,Human,HUMAN,71,True,False,False,False
94aa934c-23f0-11e9-b1c3-cf57aebb2557,0,9734,83,11490,0,161,315,445,Human,HUMAN,71,True,False,False,False
94aa934c-23f0-11e9-b1c3-cf57aebb2557,0,9734,83,11491,0,108,576,639,Human,HUMAN,71,True,False,False,False
94aa934c-23f0-11e9-b1c3-cf57aebb2557,0,9734,83,11493,425,499,330,528,Yellowfin tuna,YFT,71,True,False,False,True
94bd14c2-23f0-11e9-9c79-f7b21018df46,1,9713,117,75476,459,845,264,409,Albacore,ALB,71,True,False,False,True
94bd14c2-23f0-11e9-9c79-f7b21018df46,1,9713,117,75477,211,448,15,252,Human,HUMAN,71,True,False,False,False
94fd1d10-23f0-11e9-bfff-ab79f09a5d51,49,9644,5,161308,0,293,135,641,Human,HUMAN,81,True,False,False,False
94ee4268-23f0-11e9-b001-8bb80a5079bf,10,9552,9,148138,242,523,0,493,Human,HUMAN,81,True,False,False,False
94ee4268-23f0-11e9-b001-8bb80a5079bf,10,9552,9,148139,368,980,62,443,Yellowfin tuna,YFT,81,True,False,False,True
94ab3bda-23f0-11e9-b346-b30fb6eaad22,0,9497,95,14441,35,146,217,365,Human,HUMAN,71,True,False,False,False
94ab3bda-23f0-11e9-b346-b30fb6eaad22,0,9497,95,14442,418,541,1,253,Human,HUMAN,71,True,False,False,False
94ab3bda-23f0-11e9-b346-b30fb6eaad22,0,9497,95,14443,433,624,362,510,Yellowfin tuna,YFT,71,True,False,False,True
94ab3bda-23f0-11e9-b346-b30fb6eaad22,0,9497,95,14445,31,118,327,426,Human,HUMAN,71,True,False,False,False
94ab3bda-23f0-11e9-b346-b30fb6eaad22,0,9497,95,14446,268,394,14,186,Human,HUMAN,71,True,False,False,False
94ab3bda-23f0-11e9-b346-b30fb6eaad22,0,9497,95,14447,325,560,442,628,Human,HUMAN,71,True,False,False,False
94ab3bda-23f0-11e9-b346-b30fb6eaad22,0,9497,95,14448,232,414,204,392,Human,HUMAN,71,True,False,False,False
94ab3bda-23f0-11e9-b346-b30fb6eaad22,0,9497,95,14449,115,314,307,494,Human,HUMAN,71,True,False,False,False
da5c0100-db28-11ea-93b9-ebdc3b530982,57,9414,10,1,546,724,26,453,Human,HUMAN,71,True,False,False,False
da873f50-db28-11ea-be75-cfb156606e2e,60,9404,12,1,617,760,0,138,Human,HUMAN,81,True,False,False,False
da873f50-db28-11ea-be75-cfb156606e2e,60,9404,12,2,484,604,117,359,Human,HUMAN,81,True,False,False,False
da873f50-db28-11ea-be75-cfb156606e2e,60,9404,12,3,118,398,450,813,Human,HUMAN,81,True,False,False,False
da873f50-db28-11ea-be75-cfb156606e2e,60,9404,12,4,0,133,577,766,Human,HUMAN,81,True,False,False,False
da873f50-db28-11ea-be75-cfb156606e2e,60,9404,12,5,52,134,731,774,Unknown,OTH,81,True,False,False,False
dad36d30-db28-11ea-bd0c-6beee08de326,69,9060,37,1,72,224,393,571,Human,HUMAN,71,True,False,False,False
dad36d30-db28-11ea-bd0c-6beee08de326,69,9060,37,2,195,489,514,654,Bigeye tuna,BET,71,True,False,False,True
dad36d30-db28-11ea-bd0c-6beee08de326,69,9060,37,3,381,592,405,587,Human,HUMAN,71,True,False,False,False
dad36d30-db28-11ea-bd0c-6beee08de326,69,9060,37,4,381,518,156,387,Human,HUMAN,71,True,False,False,False
dad36d30-db28-11ea-bd0c-6beee08de326,69,9060,37,5,519,733,153,416,Human,HUMAN,71,True,False,False,False
dad36d30-db28-11ea-bd0c-6beee08de326,69,9060,37,6,654,779,0,148,Human,HUMAN,71,True,False,False,False
da541b48-db28-11ea-b631-6773608f99dd,54,8851,22,1,118,177,0,98,Human,HUMAN,71,True,False,False,False
da541b48-db28-11ea-b631-6773608f99dd,54,8851,22,2,248,315,0,139,Human,HUMAN,71,True,False,False,False
94ef081a-23f0-11e9-b0f5-fbe2a505cf3d,10,8738,17,148679,423,812,214,312,Albacore,ALB,81,True,False,False,True
94ef081a-23f0-11e9-b0f5-fbe2a505cf3d,10,8738,17,148680,236,546,3,462,Human,HUMAN,81,True,False,False,False
da460954-db28-11ea-a615-5bce06f6b944,52,8693,6,1,496,586,148,342,Human,HUMAN,71,True,False,False,False
da460954-db28-11ea-a615-5bce06f6b944,52,8693,6,2,687,758,166,325,Human,HUMAN,71,True,False,False,False
da460954-db28-11ea-a615-5bce06f6b944,52,8693,6,3,657,773,307,504,Human,HUMAN,71,True,False,False,False
da460954-db28-11ea-a615-5bce06f6b944,52,8693,6,4,618,730,236,393,Human,HUMAN,71,True,False,False,False
da460954-db28-11ea-a615-5bce06f6b944,52,8693,6,5,623,724,244,455,Human,HUMAN,71,True,False,False,False
dad45790-db28-11ea-be05-eb34988ccd5c,69,8464,32,1,495,711,408,669,Bigeye tuna,BET,71,True,False,False,True
dad45790-db28-11ea-be05-eb34988ccd5c,69,8464,32,2,228,405,526,663,Human,HUMAN,71,True,False,False,False
dad45790-db28-11ea-be05-eb34988ccd5c,69,8464,32,3,91,209,378,525,Human,HUMAN,71,True,False,False,False
dad45790-db28-11ea-be05-eb34988ccd5c,69,8464,32,4,380,526,283,539,Human,HUMAN,71,True,False,False,False
dad45790-db28-11ea-be05-eb34988ccd5c,69,8464,32,5,636,769,185,409,Human,HUMAN,71,True,False,False,False
dad45790-db28-11ea-be05-eb34988ccd5c,69,8464,32,6,480,594,186,386,Human,HUMAN,71,True,False,False,False
dad45790-db28-11ea-be05-eb34988ccd5c,69,8464,32,7,388,497,130,296,Human,HUMAN,71,True,False,False,False
dad45790-db28-11ea-be05-eb34988ccd5c,69,8464,32,8,654,777,0,148,Human,HUMAN,71,True,False,False,False
dabe56f2-db28-11ea-b4e9-7b95f5d24b68,63,7985,3,1,1058,1161,143,383,Mahi mahi,DOL,81,False,False,True,True
dabe56f2-db28-11ea-b4e9-7b95f5d24b68,63,7985,3,2,1104,1279,0,371,Human,HUMAN,81,False,False,True,False
94b4f1c0-23f0-11e9-b936-93c6fe554f83,1,7779,63,45808,995,1183,155,321,Albacore,ALB,71,True,False,False,True
94b4f1c0-23f0-11e9-b936-93c6fe554f83,1,7779,63,45809,652,926,588,719,Human,HUMAN,71,True,False,False,False
94b4f1c0-23f0-11e9-b936-93c6fe554f83,1,7779,63,45810,302,851,0,236,Human,HUMAN,71,True,False,False,False
da7ab546-db28-11ea-b4ac-ab3829ee5773,60,7681,46,4,0,116,704,788,Human,HUMAN,81,True,False,False,False
da7ab546-db28-11ea-b4ac-ab3829ee5773,60,7681,46,5,47,321,546,846,Human,HUMAN,81,True,False,False,False
da7ab546-db28-11ea-b4ac-ab3829ee5773,60,7681,46,6,565,749,151,535,Human,HUMAN,81,True,False,False,False
da7ab546-db28-11ea-b4ac-ab3829ee5773,60,7681,46,7,535,746,30,213,Human,HUMAN,81,True,False,False,False
da7ab546-db28-11ea-b4ac-ab3829ee5773,60,7681,46,8,600,734,-1,158,Human,HUMAN,81,True,False,False,False
